id,url,multicast_address,multicast_port,camera_username,camera_password,camera_number,camera_name,camera_location,image_regions,matching_threshold,focus_value_threshold,light_level_threshold,creation_date,last_check_date,snooze,trigger_new_reference_image,freeze_check,trigger_new_reference_image_date,reference_image_version
12176,rtsp://10.200.77.14/h266,None,0,,,607137,Z07 B08-13/19 OV 137,POD_B2mC,"[1, 7, 8, 32, 40, 48, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.68,0.71,0.59,2025-04-19 04:53:07,2025-04-19 04:53:07,False,False,False,2025-04-19 04:53:07,1
14968,rtsp://10.200.88.50/h266,None,0,,,9445,B2M Cage OV 45,POD_B3I,"[1, 2, 3, 4, 7, 8, 9, 10, 15, 16, 17, 24, 40, 48, 56, 64]",0.51,0.76,0.60,2025-04-19 04:53:30,2025-04-19 04:53:30,False,False,False,2025-04-19 04:53:30,1
13521,rtsp://10.200.121.32/h266,None,0,,,107781,Pit 107 PTZ 81,POD_B3M,"[2, 4, 6, 7, 8, 10, 24, 26, 32, 34, 39, 43, 55, 56, 57, 61]",0.64,0.63,0.59,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
11568,rtsp://10.200.113.18/h266,None,0,,,611641,Z11 B64 M01-03,POD_B3L,"[26, 30, 32, 34, 40, 42, 44, 46, 48, 50, 54, 55, 56, 58, 62, 64]",0.62,0.73,0.55,2025-04-19 04:53:03,2025-04-19 04:53:03,False,False,False,2025-04-19 04:53:03,1
12233,rtsp://10.200.152.34/h266,None,0,,,607003,Z07 SicBo RSF10707 & 08 OV,POD_B2mC,"[24, 26, 32, 39, 43, 44, 46, 48, 52, 53, 54, 57, 61, 62, 63, 64]",0.50,0.68,0.56,2025-04-19 04:53:07,2025-04-19 04:53:07,False,False,False,2025-04-19 04:53:07,1
11549,rtsp://10.200.114.58/h266,None,0,,,611714,Z11 B71 M01 PTZ 714,POD_B3L,"[1, 4, 5, 6, 7, 12, 17, 25, 39, 40, 46, 47, 48, 51, 54, 59]",0.53,0.71,0.59,2025-04-19 04:53:03,2025-04-19 04:53:03,False,False,False,2025-04-19 04:53:03,1
10729,rtsp://10.200.40.84/h266,None,0,,,688135,L2 Z88 B13 OV 135,POD_2C,"[1, 2, 3, 5, 8, 9, 11, 41, 42, 43, 51, 52, 54, 57, 61, 64]",0.53,0.70,0.55,2025-04-19 04:52:58,2025-04-19 04:52:58,False,False,False,2025-04-19 04:52:58,1
15409,rtsp://10.200.190.78/h266,None,0,,,8665,B2M Origin + Bloom OV 65 ,POD_B3O,"[1, 2, 5, 6, 7, 8, 9, 16, 32, 40, 42, 50, 55, 58, 63, 64]",0.55,0.68,0.60,2025-04-19 04:53:34,2025-04-19 04:53:34,False,False,False,2025-04-19 04:53:34,1
16764,rtsp://10.203.230.29/h266,None,0,,,669,Solarwind Server Monitor,DC2_L_B3,[],1.00,0.60,0.50,2025-04-19 04:53:49,2025-04-19 04:53:49,False,False,False,2025-04-19 04:53:49,1
12612,rtsp://10.202.204.26/h266,None,0,,,549042,L54 Entrance PTZ 42,HTL_54C,"[4, 12, 23, 25, 33, 36, 38, 39, 41, 47, 54, 55, 60, 61, 62, 63]",0.56,0.69,0.50,2025-04-19 04:53:10,2025-04-19 04:53:10,False,False,False,2025-04-19 04:53:10,1
16432,rtsp://10.200.35.46/h266,None,0,,,2009,L2 VIP Service Counter 09,POD_2B,"['1', '9']",0.60,0.65,0.58,2025-04-19 04:53:45,2025-04-19 04:53:45,False,False,False,2025-04-19 04:53:45,1
13222,rtsp://10.200.60.68/h266,None,0,,,390087,L3 Passageway 087,POD_3B,"['1', '2', '7', '8']",0.67,0.73,0.62,2025-04-19 04:53:15,2025-04-19 04:53:15,False,False,False,2025-04-19 04:53:15,1
15066,rtsp://10.200.227.4/h266,None,0,,,9251,L2 Fill Bank PTZ 51,POD_2A,"[1, 2, 4, 6, 7, 9, 14, 15, 22, 23, 30, 31, 37, 38, 39, 58]",0.51,0.64,0.62,2025-04-19 04:53:31,2025-04-19 04:53:31,False,False,False,2025-04-19 04:53:31,1
9333,rtsp://10.200.95.44/h266,None,0,,,910314,SB 10314 Tumbler,POD_B3I,"[18, 26, 32, 33, 34, 40, 41, 42, 47, 48, 49, 50, 55, 57, 58, 63]",0.50,0.60,0.60,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
17759,rtsp://10.203.210.66/h266,None,0,,,143,SDI WS-14-1,DC3_L_B3 - 259 Cams,"[23, 31, 35, 36, 37, 38, 39, 43, 46, 47, 52, 53, 55, 60, 63, 64]",0.50,0.63,0.55,2025-04-19 04:54:01,2025-04-19 04:54:01,False,False,True,2025-04-19 04:54:01,1
9331,rtsp://10.200.95.62/h266,None,0,,,910316,SB 10316 Tumbler,POD_B3I,"[9, 10, 17, 18, 25, 26, 33, 34, 41, 42, 49, 50, 55, 57, 58, 63]",0.56,0.62,0.60,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
9238,rtsp://10.202.202.20/h266,None,0,,,981671,Pit 981 OV 671,HTL_54C,"[1, 2, 7, 8, 9, 14, 16, 22, 31, 39, 42, 45, 46, 55, 57, 64]",0.56,0.69,0.54,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
13677,rtsp://10.200.108.6/h266,None,0,,,105763,Pit 105 PTZ 763,POD_B3K,"[15, 25, 26, 32, 33, 41, 47, 48, 49, 50, 53, 56, 58, 60, 61, 62]",0.58,0.60,0.60,2025-04-19 04:53:18,2025-04-19 04:53:18,False,False,False,2025-04-19 04:53:18,1
10636,rtsp://10.200.182.10/h266,None,0,,,688344,Z88 B17/33 PTZ,POD_2C,"[3, 7, 8, 9, 16, 29, 31, 35, 37, 43, 51, 56, 58, 59, 63, 64]",0.60,0.61,0.57,2025-04-19 04:52:58,2025-04-19 04:52:58,False,False,False,2025-04-19 04:52:58,1
10657,rtsp://10.200.172.28/h266,None,0,,,688308,L2 Z88 B31/30 OV 308,POD_2C,"[1, 4, 6, 7, 8, 9, 45, 51, 53, 55, 56, 59, 61, 62, 63, 64]",0.54,0.72,0.57,2025-04-19 04:52:58,2025-04-19 04:52:58,False,False,False,2025-04-19 04:52:58,1
15565,rtsp://10.200.189.6/h266,None,0,,,8304,B2M Origin + Bloom OV 04,POD_B3O,"[1, 2, 7, 8, 10, 16, 25, 56, 57, 58, 59, 60, 61, 62, 63, 64]",0.59,0.67,0.58,2025-04-19 04:53:36,2025-04-19 04:53:36,False,False,False,2025-04-19 04:53:36,1
15881,rtsp://10.200.83.52/h266,None,0,,,5718,B3 SOC Corridor OV 18,POD_B3D,"[2, 3, 5, 7, 8, 9, 10, 15, 16, 18, 23, 24, 32, 48, 56]",0.62,0.68,0.78,2025-04-19 04:53:39,2025-04-19 04:53:39,False,False,False,2025-04-19 04:53:39,1
13021,rtsp://10.202.34.60/h266,None,0,,,390460,L3 Paiza Ent OV,POD_3B,"['1', '2', '3', '4', '7']",0.61,0.71,0.65,2025-04-19 04:53:13,2025-04-19 04:53:13,False,False,False,2025-04-19 04:53:13,1
15906,rtsp://10.200.81.74/h266,None,0,,,5678,B3 TM St EC05 PTZ,POD_B3B,"[1, 2, 3, 7, 8, 9, 10, 11, 15, 16, 17, 19, 24, 25, 32, 33]",0.65,0.69,0.57,2025-04-19 04:53:39,2025-04-19 04:53:39,False,False,False,2025-04-19 04:53:39,1
17135,rtsp://10.200.234.74/h266,None,0,,,308623,Pit 308 OV 623,POD_2G - 357 cams,"[5, 6, 7, 8, 16, 19, 45, 48, 49, 50, 56, 57, 58, 59, 63, 64]",0.59,0.74,0.61,2025-04-19 04:53:53,2025-04-19 04:53:53,False,False,False,2025-04-19 04:53:53,1
12456,rtsp://10.200.188.12/h266,None,0,,,601393,Z01 B39 M06 PTZ,POD_B3O,"[3, 5, 11, 14, 17, 19, 22, 29, 37, 45, 52, 53, 57, 60, 61, 63]",0.60,0.66,0.55,2025-04-19 04:53:09,2025-04-19 04:53:09,False,False,False,2025-04-19 04:53:09,1
10843,rtsp://10.202.208.76/h266,None,0,,,668011,Zone 68 B01 M01 EGM,HTL_54C,"[1, 4, 5, 6, 7, 8, 12, 13, 14, 15, 16, 22, 23, 24, 32, 35]",0.68,0.69,0.57,2025-04-19 04:52:59,2025-04-19 04:52:59,False,False,False,2025-04-19 04:52:59,1
15684,rtsp://10.200.126.12/h266,None,0,,,6552,B4 BOH LC12 PTZ,POD_B4B,"[2, 3, 6, 7, 8, 9, 10, 15, 16, 17, 25, 33, 55, 60, 63]",0.68,0.64,0.63,2025-04-19 04:53:37,2025-04-19 04:53:37,False,False,False,2025-04-19 04:53:37,1
14612,rtsp://10.200.121.20/h266,None,0,,,10626,DTN 10626,POD_B3M,"[17, 19, 26, 27, 31, 34, 35, 36, 37, 38, 42, 43, 44, 45, 46, 52]",0.59,0.70,0.62,2025-04-19 04:53:27,2025-04-19 04:53:27,False,False,False,2025-04-19 04:53:27,1
14571,rtsp://10.200.110.82/h266,None,0,,,10729,DTN 10729,POD_B3K,"[3, 10, 11, 19, 26, 27, 31, 35, 36, 37, 38, 43, 44, 45, 46, 52]",0.63,0.66,0.53,2025-04-19 04:53:26,2025-04-19 04:53:26,False,False,False,2025-04-19 04:53:26,1
9252,rtsp://10.200.177.16/h266,None,0,,,981306,RLR 81306 Wheel,POD_3C,"['3', '4', '57']",0.52,0.73,0.58,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
13177,rtsp://10.202.78.34/h266,None,0,,,390134,L3 Passageway 134,POD_3A,"['1', '2', '3', '7', '8', '9', '17', '24']",0.56,0.72,0.66,2025-04-19 04:53:14,2025-04-19 04:53:14,False,False,False,2025-04-19 04:53:14,1
13487,rtsp://10.200.20.62/h266,None,0,,,201709,Pit 201 PTZ 709,POD_1B,"[3, 4, 11, 24, 32, 36, 43, 51, 53, 54, 57, 59, 61, 62, 63, 64]",0.68,0.68,0.59,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
13308,rtsp://10.200.36.34/h266,None,0,,,290313,L2 Atrium Dining OV 313,POD_2B,"[1, 2, 3, 9, 10, 17, 18, 25, 26, 33, 34, 41, 42, 49, 50, 57]",0.54,0.71,0.64,2025-04-19 04:53:15,2025-04-19 04:53:15,False,False,False,2025-04-19 04:53:15,1
13499,rtsp://10.200.49.62/h266,None,0,,,201616,Pit 201 OV 616,POD_2E,"[1, 5, 6, 7, 8, 9, 11, 12, 17, 25, 33, 34, 41, 49, 57, 61]",0.57,0.74,0.49,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
17238,rtsp://10.200.12.62/h266,None,0,,,203701,Pit 203 PTZ 701,POD_1A - 428 cams,"[1, 6, 8, 14, 44, 45, 46, 47, 50, 52, 53, 57, 59, 60, 61, 62]",0.50,0.70,0.53,2025-04-19 04:53:54,2025-04-19 04:53:54,False,False,False,2025-04-19 04:53:54,1
13096,rtsp://10.200.80.54/h266,None,0,,,390217,L3 Passageway OV 217,POD_3C,"['1', '2', '3', '4', '7', '8', '9', '10', '15', '16', '23']",0.67,0.73,0.58,2025-04-19 04:53:14,2025-04-19 04:53:14,False,False,False,2025-04-19 04:53:14,1
14239,rtsp://10.200.60.94/h266,None,0,,,80112,DTB 80112,POD_3B,"[1, 4, 6, 8, 23, 31, 33, 35, 36, 41, 46, 49, 51, 52, 57, 60]",0.58,0.69,0.53,2025-04-19 04:53:23,2025-04-19 04:53:23,False,False,False,2025-04-19 04:53:23,1
11326,rtsp://10.200.201.82/h266,None,0,,,622025,Z22 B02 PTZ 025,POD_2E,"[1, 2, 3, 6, 7, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23]",0.63,0.62,0.61,2025-04-19 04:53:02,2025-04-19 04:53:02,False,False,False,2025-04-19 04:53:02,1
13287,rtsp://10.202.76.18/h266,None,0,,,390020,L3 Passageway OV 20,POD_3D,"['1', '2', '6', '7', '8', '9', '10', '14', '15', '16', '22', '23', '24', '30', '31', '32', '39', '40', '47', '48', '56', '64']",0.80,0.67,0.62,2025-04-19 04:53:15,2025-04-19 04:53:15,False,False,False,2025-04-19 04:53:15,1
12996,rtsp://10.200.84.64/h266,None,0,,,500007,B3 ELV B3O OV 07,POD_B3E,"[1, 3, 4, 5, 6, 10, 11, 12, 13, 14, 18, 19, 21, 22, 23, 26, 30, 32, 34, 36, 44, 45, 46, 51, 52, 54, 59, 60, 63, 64]",0.99,0.60,0.50,2025-04-19 04:53:13,2025-04-19 04:53:13,False,False,False,2025-04-19 04:53:13,1
11773,rtsp://10.200.112.6/h266,None,0,,,611062,Z11 B06 M04-06,POD_B3L,"[5, 6, 9, 13, 20, 21, 28, 35, 43, 49, 50, 51, 53, 57, 59, 61]",0.61,0.73,0.54,2025-04-19 04:53:04,2025-04-19 04:53:04,False,False,False,2025-04-19 04:53:04,1
13676,rtsp://10.200.108.8/h266,None,0,,,105764,Pit 105 PTZ 764,POD_B3K,"[2, 18, 27, 35, 36, 42, 44, 45, 51, 52, 53, 54, 56, 60, 61, 62]",0.60,0.59,0.60,2025-04-19 04:53:18,2025-04-19 04:53:18,False,False,False,2025-04-19 04:53:18,1
13097,rtsp://10.200.80.52/h266,None,0,,,390216,L3 Passageway OV 216,POD_3C,"['1', '2', '3', '4', '7', '8', '9', '10', '16', '41', '49', '50', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64']",0.89,0.60,0.60,2025-04-19 04:53:14,2025-04-19 04:53:14,False,False,False,2025-04-19 04:53:14,1
13926,rtsp://10.202.211.20/h266,None,0,,,99816,NCB 99816,HTL_54C,"[6, 16, 24, 26, 28, 32, 34, 42, 43, 47, 49, 51, 53, 54, 60, 61]",0.56,0.70,0.55,2025-04-19 04:53:20,2025-04-19 04:53:20,False,False,False,2025-04-19 04:53:20,1
14523,rtsp://10.200.49.36/h266,None,0,,,20112,DTN 20112,POD_2E,"[1, 2, 5, 6, 23, 31, 35, 36, 39, 43, 44, 45, 46, 52, 53, 57]",0.53,0.64,0.53,2025-04-19 04:53:26,2025-04-19 04:53:26,False,False,False,2025-04-19 04:53:26,1
9644,rtsp://10.200.66.18/h266,None,0,,,881661,Pit 881 OV 661,POD_3C,"[1, 2, 4, 6, 7, 8, 9, 15, 16, 23, 24, 32, 38, 42, 56, 64]",0.62,0.71,0.53,2025-04-19 04:52:53,2025-04-19 04:52:53,False,False,False,2025-04-19 04:52:53,1
13121,rtsp://10.200.60.22/h266,None,0,,,390192,L3 VIP Lift Lobby OV 192,POD_3B,"['1', '2', '3', '6', '7', '8', '9', '10', '11', '15', '16', '17', '18', '23', '24', '25', '31', '32']",0.72,0.73,0.65,2025-04-19 04:53:14,2025-04-19 04:53:14,False,False,False,2025-04-19 04:53:14,1
17326,rtsp://10.200.208.30/h266,None,0,,,95327,L1 cage FW32 Cash Dispenser,POD_1A - 428 cams,"[44, 45, 47, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64]",0.64,0.71,0.50,2025-04-19 04:53:55,2025-04-19 04:53:55,False,False,False,2025-04-19 04:53:55,1
13492,rtsp://10.200.51.8/h266,None,0,,,201704,Pit 201 PTZ 704,POD_2E,"['8', '28', '52', '53']",0.56,0.65,0.58,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
13455,rtsp://10.200.41.20/h266,None,0,,,290029,Ruby/Z87 Passageway PTZ 029,POD_2D,"[1, 2, 22, 23, 27, 30, 36, 41, 44, 49, 54, 56, 57, 62, 63, 64]",0.50,0.67,0.62,2025-04-19 04:53:17,2025-04-19 04:53:17,False,False,False,2025-04-19 04:53:17,1
12358,rtsp://10.200.124.34/h266,None,0,,,602243,Z02 B27/28 PTZ,POD_B3M,"[20, 26, 34, 36, 37, 43, 46, 47, 48, 54, 55, 56, 57, 58, 62, 63]",0.74,0.73,0.58,2025-04-19 04:53:08,2025-04-19 04:53:08,False,False,False,2025-04-19 04:53:08,1
14202,rtsp://10.200.71.4/h266,None,0,,,80808,MDF 80808,POD_3D,"['8', '23', '49', '57', '58']",0.50,0.72,0.64,2025-04-19 04:53:23,2025-04-19 04:53:23,False,False,False,2025-04-19 04:53:23,1
11669,rtsp://10.200.112.12/h266,None,0,,,611365,B2M Z11 B26/B30 OV 365,POD_B3L,"[1, 3, 8, 9, 12, 17, 25, 33, 34, 41, 43, 49, 51, 55, 56, 57]",0.61,0.74,0.59,2025-04-19 04:53:04,2025-04-19 04:53:04,False,False,False,2025-04-19 04:53:04,1
10506,rtsp://10.200.87.76/h266,None,0,,,710259,RL 10259 DS,POD_B3I,"[2, 3, 4, 5, 7, 11, 12, 13, 20, 21, 28, 34, 46, 58, 62, 63]",0.71,0.77,0.55,2025-04-19 04:52:57,2025-04-19 04:52:57,False,False,False,2025-04-19 04:52:57,1
13847,rtsp://10.200.87.8/h266,None,0,,,102678,Pit 102 OV 678,POD_B3I,"[1, 8, 9, 10, 17, 24, 32, 40, 42, 48, 49, 55, 56, 57, 59, 64]",0.64,0.66,0.56,2025-04-19 04:53:20,2025-04-19 04:53:20,False,False,False,2025-04-19 04:53:20,1
9920,rtsp://10.202.54.70/h266,None,0,,,812763,Pit 812 PTZ 763,POD_3C,"[1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 17, 18, 19, 20, 25, 33]",0.67,0.66,0.58,2025-04-19 04:52:55,2025-04-19 04:52:55,False,False,False,2025-04-19 04:52:55,1
9990,rtsp://10.200.121.10/h266,None,0,,,810724,DTN 10724 HD,POD_B3M,"[1, 9, 10, 17, 18, 25, 30, 33, 41, 50, 55, 59, 60, 62, 63, 64]",0.60,0.68,0.57,2025-04-19 04:52:55,2025-04-19 04:52:55,False,False,False,2025-04-19 04:52:55,1
15726,rtsp://10.200.166.58/h266,None,0,,,6507,B4 Trolley Rm OV 07,POD_B3I,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 17, 30, 38, 46, 60]",0.67,0.68,0.56,2025-04-19 04:53:37,2025-04-19 04:53:37,False,False,False,2025-04-19 04:53:37,1
9610,rtsp://10.202.55.52/h266,None,0,,,882666,Pit 882 OV 666,POD_3C,"[1, 3, 7, 8, 15, 16, 24, 32, 40, 48, 56, 57, 59, 60, 61, 64]",0.64,0.70,0.53,2025-04-19 04:52:53,2025-04-19 04:52:53,False,False,False,2025-04-19 04:52:53,1
11024,rtsp://10.200.148.66/h266,None,0,,,633093,L2 Z33 B11 PTZ 93,POD_2E,"[1, 2, 4, 5, 7, 8, 13, 16, 20, 35, 41, 42, 43, 59, 63, 64]",0.66,0.66,0.55,2025-04-19 04:53:00,2025-04-19 04:53:00,False,False,False,2025-04-19 04:53:00,1
14619,rtsp://10.200.108.44/h266,None,0,,,10616,DTN 10616,POD_B3K,"[3, 5, 6, 8, 10, 11, 16, 18, 26, 27, 34, 38, 43, 46, 52, 53]",0.60,0.70,0.57,2025-04-19 04:53:27,2025-04-19 04:53:27,False,False,False,2025-04-19 04:53:27,1
9318,rtsp://10.200.18.24/h266,None,0,,,920117,SB 20117 Tumbler,POD_1B,"[2, 9, 10, 17, 18, 25, 26, 33, 34, 41, 43, 49, 51, 57, 59, 60]",0.59,0.61,0.55,2025-04-19 04:52:52,2025-04-19 04:52:52,False,False,False,2025-04-19 04:52:52,1
17656,rtsp://10.203.211.22/h266,None,0,,,644,SDI WS-64-2,DC3_L_B3 - 259 Cams,"[1, 7, 14, 31, 34, 39, 43, 45, 46, 47, 51, 52, 55, 56, 57, 60]",0.58,0.64,0.57,2025-04-19 04:53:59,2025-04-19 04:53:59,False,False,True,2025-04-19 04:53:59,1
11279,rtsp://10.200.21.22/h266,None,0,,,623061,Z23 B06 M01,POD_1C,"[1, 8, 10, 13, 14, 23, 29, 31, 37, 40, 45, 51, 53, 56, 61, 64]",0.63,0.70,0.55,2025-04-19 04:53:01,2025-04-19 04:53:01,False,False,False,2025-04-19 04:53:01,1
12661,rtsp://10.202.199.68/h266,None,0,,,540001,L54 PVS OV 01,HTL_54C,"[1, 9, 23, 25, 30, 31, 33, 38, 40, 42, 46, 50, 54, 58, 60, 62]",0.50,0.66,0.57,2025-04-19 04:53:10,2025-04-19 04:53:10,False,False,False,2025-04-19 04:53:10,1
9682,rtsp://10.202.77.76/h266,None,0,,,880304,TCB 80304 HD,POD_3D,"['2', '3', '4', '12', '62', '63']",0.71,0.69,0.57,2025-04-19 04:52:54,2025-04-19 04:52:54,False,False,False,2025-04-19 04:52:54,1
11189,rtsp://10.200.24.60/h266,None,0,,,623232,Z23 B23 M02,POD_1C,"[20, 23, 28, 31, 32, 36, 39, 40, 47, 48, 52, 55, 56, 57, 63, 64]",0.70,0.65,0.58,2025-04-19 04:53:01,2025-04-19 04:53:01,False,False,False,2025-04-19 04:53:01,1
14317,rtsp://10.202.193.10/h266,None,0,,,65424,T2 L54 BOH 24,HTL_54C,"[1, 2, 7, 8, 16, 34, 35, 39, 46, 49, 56, 57, 58, 60, 61, 64]",0.76,0.62,0.55,2025-04-19 04:53:24,2025-04-19 04:53:24,False,False,False,2025-04-19 04:53:24,1
16329,rtsp://10.200.33.4/h266,None,0,,,2635,L2 Pantry PTZ 35,POD_2A,"[4, 5, 6, 7, 8, 12, 13, 14, 16, 20, 21, 28, 29, 46, 47, 55]",0.62,0.66,0.61,2025-04-19 04:53:44,2025-04-19 04:53:44,False,False,False,2025-04-19 04:53:44,1
14683,rtsp://10.200.198.24/h266,None,0,,,10312,SB 10312,POD_B3I,"[7, 14, 15, 21, 22, 23, 28, 29, 30, 31, 35, 36, 37, 38, 43, 44]",0.60,0.63,0.51,2025-04-19 04:53:27,2025-04-19 04:53:27,False,False,False,2025-04-19 04:53:27,1
11579,rtsp://10.200.116.80/h266,None,0,,,611624,Z11 B62/B63 PTZ,POD_B3L,"[36, 40, 43, 44, 45, 47, 48, 51, 52, 53, 54, 56, 58, 59, 60, 61]",0.73,0.60,0.62,2025-04-19 04:53:03,2025-04-19 04:53:03,False,False,False,2025-04-19 04:53:03,1
11759,rtsp://10.200.112.72/h266,None,0,,,611103,Z11 B10 M05-06,POD_B3L,"[2, 7, 8, 10, 15, 16, 18, 23, 24, 31, 32, 47, 50, 58, 60, 63]",0.59,0.74,0.51,2025-04-19 04:53:04,2025-04-19 04:53:04,False,False,False,2025-04-19 04:53:04,1
12575,rtsp://10.202.197.24/h266,None,0,,,549091,T2 L54 Svc Counter OV 091,HTL_54C,"[2, 3, 4, 5, 9, 11, 17, 18, 21, 25, 33, 46, 47, 54, 55, 63]",0.51,0.72,0.56,2025-04-19 04:53:10,2025-04-19 04:53:10,False,False,False,2025-04-19 04:53:10,1
11025,rtsp://10.200.49.70/h266,None,0,,,633091, L2 Z33 B09 M01-02,POD_2E,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 15, 24, 48, 50, 58]",0.51,0.66,0.51,2025-04-19 04:53:00,2025-04-19 04:53:00,False,False,False,2025-04-19 04:53:00,1
9964,rtsp://10.200.70.62/h266,None,0,,,811663,Pit 811 OV 663,POD_3D,"['25', '33', '34', '46', '47', '55']",0.74,0.69,0.56,2025-04-19 04:52:55,2025-04-19 04:52:55,False,False,False,2025-04-19 04:52:55,1
14272,rtsp://10.202.79.94/h266,None,0,,,80014,MSP 80014 ,POD_3A,"['15', '19', '23', '26', '27', '31', '34', '39', '42', '43', '45', '51', '52', '53', '54', '60', '61']",0.64,0.69,0.53,2025-04-19 04:53:23,2025-04-19 04:53:23,False,False,False,2025-04-19 04:53:23,1
10443,rtsp://10.200.157.2/h266,None,0,,,800604,L3 Pit 800 OV 604,POD_3B,"['1', '7', '8', '16', '25', '33', '34', '40', '41', '42', '43', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64']",0.67,0.60,0.50,2025-04-19 04:52:57,2025-04-19 04:52:57,False,False,False,2025-04-19 04:52:57,1
14897,rtsp://10.200.94.26/h266,None,0,,,9660,B4 Count Machine 2,POD_B3I,"[4, 6, 7, 8, 13, 15, 16, 23, 24, 31, 32, 40, 50, 51, 59, 60]",0.59,0.63,0.61,2025-04-19 04:53:29,2025-04-19 04:53:29,False,False,False,2025-04-19 04:53:29,1
14218,rtsp://10.200.169.36/h266,None,0,,,80514,TCB 80514,POD_3D,"['5', '6', '51', '59']",0.59,0.71,0.57,2025-04-19 04:53:23,2025-04-19 04:53:23,False,False,False,2025-04-19 04:53:23,1
